query_pair_id,query_subject,query_task_original,query_task_family,query_side,query_quality_flag,candidate_pair_id,candidate_subject,candidate_task_original,candidate_task_family,candidate_side,candidate_quality_flag,is_true_pair,match_level,number_of_candidates,heldout_subject,variant_name,variant_category,feature_space,score_kind,distance,weight_scheme,residualized,n_features,score,aperiodic_score,v2_score,v2_rank_for_stage,true_in_v2_top_k,rank
sub-2IhVOz|MoveR,sub-2IhVOz,MoveR,Move,R,low_quality,sub-2IhVOz|MoveR,sub-2IhVOz,MoveR,Move,R,low_quality,True,task_original_side,4,sub-2IhVOz,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,1.3267572978828972,1.0505966772847362,1.2973829611050298,4,True,4
sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,Hold,L,low_quality,sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,Hold,L,low_quality,True,task_original_side,12,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,-1.1936027558695645,0.10093041427319771,0.33025150482889015,2,True,1
sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,Hold,L,low_quality,sub-gNX5yb|HoldL,sub-gNX5yb,HoldL,Hold,L,acceptable,False,task_original_side,12,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,-0.8282089723424175,1.7801175216522584,0.21143482853004328,1,True,2
sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,Hold,L,low_quality,sub-QZTsn6|HoldL,sub-QZTsn6,HoldL,Hold,L,good,False,task_original_side,12,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,0.21895679138118312,0.1888063140702213,0.48712763727729075,3,True,3
sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,Hold,L,low_quality,sub-FYbcap|HoldL,sub-FYbcap,HoldL,Hold,L,acceptable,False,task_original_side,12,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,0.8717549905595936,0.978946445804656,0.4875008124669879,4,True,4
sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,Hold,L,low_quality,sub-0cGdk9|HoldL,sub-0cGdk9,HoldL,Hold,L,good,False,task_original_side,12,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,0.9310999462712017,0.7750037696002512,0.5140717023887418,5,True,5
sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,Hold,L,low_quality,sub-2IU8mi|HoldL,sub-2IU8mi,HoldL,Hold,L,good,False,task_original_side,12,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,1006.0,1.6250990599506339,0.6267153338469177,6,True,6
sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,Hold,L,low_quality,sub-oLNpHd|HoldL,sub-oLNpHd,HoldL,Hold,L,unknown,False,task_original_side,12,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,1007.0,1.6464068316660523,0.6790429554853858,7,True,7
sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,Hold,L,low_quality,sub-PuPVlx|HoldL,sub-PuPVlx,HoldL,Hold,L,good,False,task_original_side,12,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,1008.0,0.6095307242936181,0.6925843101462551,8,True,8
sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,Hold,L,low_quality,sub-i4oK0F|HoldL,sub-i4oK0F,HoldL,Hold,L,acceptable,False,task_original_side,12,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,1009.0,0.9083992287115968,0.7673464556576971,9,True,9
sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,Hold,L,low_quality,sub-hnetKS|HoldL,sub-hnetKS,HoldL,Hold,L,good,False,task_original_side,12,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,1010.0,0.6260288002894255,0.8013784259073292,10,True,10
sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,Hold,L,low_quality,sub-dCsWjQ|HoldL,sub-dCsWjQ,HoldL,Hold,L,good,False,task_original_side,12,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,1011.0,0.7946201660519752,1.160292835513384,11,True,11
sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,Hold,L,low_quality,sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,Hold,L,good,False,task_original_side,12,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,1012.0,1.8033422038749467,1.312503395205479,12,True,12
sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,Move,L,good,sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,Move,L,good,True,task_original_side_quality,10,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,-2.597678795199857,0.21049039814440562,0.04532172921586186,1,True,1
sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,Move,L,good,sub-QZTsn6|MoveL,sub-QZTsn6,MoveL,Move,L,good,False,task_original_side_quality,10,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,0.18939923531467073,0.3140957480407982,0.6584579065364865,5,True,2
sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,Move,L,good,sub-FYbcap|MoveL,sub-FYbcap,MoveL,Move,L,good,False,task_original_side_quality,10,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,0.45926410868108636,1.2071437257316369,0.5640608508403625,2,True,3
sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,Move,L,good,sub-gNX5yb|MoveL,sub-gNX5yb,MoveL,Move,L,good,False,task_original_side_quality,10,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,0.9525674447083631,1.5065519627988324,0.6236392622029638,4,True,4
sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,Move,L,good,sub-2IU8mi|MoveL,sub-2IU8mi,MoveL,Move,L,good,False,task_original_side_quality,10,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,0.9964480064957355,1.849948602976841,0.5737788354031016,3,True,5
sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,Move,L,good,sub-0cGdk9|MoveL,sub-0cGdk9,MoveL,Move,L,good,False,task_original_side_quality,10,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,1006.0,1.1348699468891736,0.7225963727769668,6,True,6
sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,Move,L,good,sub-hnetKS|MoveL,sub-hnetKS,MoveL,Move,L,good,False,task_original_side_quality,10,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,1007.0,1.0144054710045833,0.8110777228955701,7,True,7
sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,Move,L,good,sub-PuPVlx|MoveL,sub-PuPVlx,MoveL,Move,L,good,False,task_original_side_quality,10,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,1008.0,0.5455914793965542,0.8866961983913221,8,True,8
sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,Move,L,good,sub-dCsWjQ|MoveL,sub-dCsWjQ,MoveL,Move,L,good,False,task_original_side_quality,10,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,1009.0,0.6085070444284084,1.077283584219595,9,True,9
sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,Move,L,good,sub-AbzsOg|MoveL,sub-AbzsOg,MoveL,Move,L,good,False,task_original_side_quality,10,sub-AB2PeX,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,1010.0,1.8504548996836943,1.4828001903264203,10,True,10
sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,Hold,L,good,sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,Hold,L,good,True,task_original_side_quality,7,sub-AbzsOg,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,-2.148629527775697,0.6446415607182235,0.4027364443922314,1,True,1
sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,Hold,L,good,sub-dCsWjQ|HoldL,sub-dCsWjQ,HoldL,Hold,L,good,False,task_original_side_quality,7,sub-AbzsOg,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,-0.2455726793861287,0.8290762611642192,0.667579610229945,4,True,2
sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,Hold,L,good,sub-QZTsn6|HoldL,sub-QZTsn6,HoldL,Hold,L,good,False,task_original_side_quality,7,sub-AbzsOg,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,0.1701283358379666,1.1188825479262263,0.6058871092954452,2,True,3
sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,Hold,L,good,sub-hnetKS|HoldL,sub-hnetKS,HoldL,Hold,L,good,False,task_original_side_quality,7,sub-AbzsOg,v2A_top5_aperiodic_rerank,frozen_v2_candidate_generator,full_28_plus_coupling,group_balanced,cosine,baseline_all_weights_1,False,61,0.46674071560942604,1.1766015650335278,0.6332849390349694,3,True,4
