permutation_index,top1,mrr
63,0.2666666666666666,0.392569804922746
64,0.2333333333333333,0.397180240783182
65,0.3,0.4424230997760409
66,0.2,0.3571298744828156
67,0.3,0.450477392977393
68,0.2666666666666666,0.4147149609649609
69,0.2333333333333333,0.3523590570649394
70,0.3,0.4223974772504185
71,0.3333333333333333,0.4248974772504184
72,0.2333333333333333,0.363076489787016
73,0.2333333333333333,0.3718005741535153
74,0.3,0.3948729320788144
75,0.3,0.4213453315117402
76,0.4,0.5065102163631575
77,0.3666666666666666,0.4538777562306975
78,0.4,0.5196361338466602
79,0.4333333333333333,0.5556272893772894
80,0.2666666666666666,0.3829410077939489
81,0.2333333333333333,0.3714028564028563
82,0.3,0.4257171035305711
83,0.2333333333333333,0.3731251754781167
84,0.2,0.3428079001608413
85,0.2,0.3343483660588923
86,0.3,0.428737416550884
87,0.3333333333333333,0.4293074463662699
88,0.3666666666666666,0.4740337440337441
89,0.3333333333333333,0.4334316282845695
90,0.2666666666666666,0.4001672693777957
91,0.4,0.5273170946700358
92,0.5,0.5729904953434365
93,0.3333333333333333,0.4571508584008584
94,0.3,0.4081791030320442
95,0.2333333333333333,0.3625818299347711
96,0.3,0.4216270439799851
97,0.3333333333333333,0.4191071238130062
98,0.2666666666666666,0.409266117869059
99,0.3,0.4377467249526073
100,0.3333333333333333,0.4695537469066881
101,0.3333333333333333,0.4625521374050786
102,0.3333333333333333,0.4402934701464113
103,0.2666666666666666,0.3917697083331758
104,0.3666666666666666,0.5045989658489658
105,0.1666666666666666,0.3580268016297428
106,0.3666666666666666,0.4672604982163806
107,0.3,0.448989093694976
108,0.3,0.4287487784546607
109,0.1666666666666666,0.3162621909680733
110,0.2,0.3468386052944875
111,0.3333333333333333,0.4577943026472438
112,0.2,0.3462221540356215
113,0.3666666666666666,0.4923600147129559
114,0.3333333333333333,0.4693301605801606
115,0.4,0.4824063899063899
116,0.2333333333333333,0.3655276939835764
117,0.2666666666666666,0.4109084896584897
118,0.2333333333333333,0.360972112682639
119,0.3,0.4462325637325637
120,0.1666666666666666,0.3209746870776282
121,0.2666666666666666,0.4348303221832633
122,0.3,0.4466693165222576
123,0.3666666666666666,0.4950794405399668
124,0.1666666666666666,0.3381001970166056
125,0.3333333333333333,0.4811002886002886
126,0.2333333333333333,0.3926214526214526
127,0.3666666666666666,0.4773961053566317
128,0.2333333333333333,0.3328497564526976
129,0.3666666666666666,0.4907847979906803
130,0.3666666666666666,0.4686123734653146
131,0.3666666666666666,0.4970017292076115
132,0.3,0.4076960947549182
133,0.3,0.4183253130311953
134,0.3,0.4004007566507566
135,0.3666666666666666,0.4790873614403026
136,0.3333333333333333,0.4689450962980375
137,0.2,0.3723455846985259
138,0.2333333333333333,0.3568537773143036
139,0.2,0.3310271482330306
140,0.3,0.399694855797797
141,0.2,0.3502989276518688
142,0.3333333333333333,0.422028278738805
143,0.1333333333333333,0.2974261522790934
144,0.2,0.3452304449363273
145,0.3,0.424356226562109
146,0.3,0.3927332817967493
147,0.3,0.4157847979906804
148,0.2666666666666666,0.4166873213932038
149,0.2,0.384040093893035
150,0.2333333333333333,0.3707147155676568
151,0.2333333333333333,0.3602027874086698
152,0.2666666666666666,0.4125008134566958
153,0.3,0.4286339551974227
154,0.3333333333333333,0.4192623872229136
155,0.3333333333333333,0.4696264982294394
156,0.2333333333333333,0.3468807717337129
157,0.3,0.4424849224849225
