permutation_index,random_label_top1,random_label_mrr,matched_task_side_top1,matched_task_side_mrr
2891,0.0,0.1532510418874055,0.0303030303030303,0.2925816607634788
2892,0.0,0.1632175904903177,0.0303030303030303,0.3371343303161485
2893,0.0606060606060606,0.2242573083482174,0.0606060606060606,0.3443001443001443
2894,0.0303030303030303,0.1922219194946467,0.0909090909090909,0.3382756132756133
2895,0.0303030303030303,0.1862094134821407,0.0303030303030303,0.3149110149110148
2896,0.0303030303030303,0.1890652277015913,0.0,0.2894431326249508
2897,0.0303030303030303,0.2175751016660107,0.0303030303030303,0.275710568892387
2898,0.0303030303030303,0.1776107730653185,0.0606060606060606,0.3375180375180375
2899,0.0,0.1891340982250073,0.0303030303030303,0.2994708994708995
2900,0.0606060606060606,0.2395400054490963,0.0606060606060606,0.3237974987974987
2901,0.0303030303030303,0.1838295542840997,0.0303030303030303,0.3271765271765272
2902,0.0,0.1626994217903309,0.0,0.3272126022126022
2903,0.0,0.1637805796896706,0.0909090909090909,0.3526455026455026
2904,0.0606060606060606,0.2329724988815897,0.0303030303030303,0.3047990729808912
2905,0.0303030303030303,0.1883528088073542,0.0303030303030303,0.2831529581529581
2906,0.0,0.1886742045832954,0.0303030303030303,0.3188431938431938
2907,0.0,0.1765522356431447,0.0303030303030303,0.2805566487384668
2908,0.0303030303030303,0.2096130300675755,0.0303030303030303,0.3199986881805063
2909,0.0,0.1522999727545182,0.0303030303030303,0.2788009969828151
2910,0.0,0.173371830190012,0.0606060606060606,0.3456108706108706
2911,0.0,0.173839712476076,0.0606060606060606,0.2895513577331758
2912,0.0909090909090909,0.2408780613326067,0.0909090909090909,0.3877596309414491
2913,0.0606060606060606,0.2051976642885733,0.0606060606060606,0.3303391053391053
2914,0.0303030303030303,0.1865490570036024,0.0303030303030303,0.2837902837902838
2915,0.0,0.1737515010242283,0.0606060606060606,0.348051948051948
2916,0.0303030303030303,0.2116598889326162,0.0606060606060606,0.2983285233285233
2917,0.0303030303030303,0.2106209447118538,0.0303030303030303,0.2867243867243867
2918,0.0303030303030303,0.1944975899521354,0.0,0.2872294372294373
2919,0.0303030303030303,0.1866302889030161,0.0303030303030303,0.2921968603786785
2920,0.0303030303030303,0.1853447057992512,0.0303030303030303,0.2887085137085137
2921,0.0,0.1512027534754807,0.0303030303030303,0.2854508286326468
2922,0.0,0.174534976807704,0.0606060606060606,0.2970910402728584
2923,0.0606060606060606,0.2161987002896093,0.0303030303030303,0.3259379509379509
2924,0.0303030303030303,0.1910893819984729,0.0,0.2726911976911976
2925,0.0303030303030303,0.1966839557748648,0.0303030303030303,0.2853896103896103
2926,0.0606060606060606,0.2232723505450778,0.0303030303030303,0.3062300494118675
2927,0.0909090909090909,0.2458349731077004,0.0303030303030303,0.3050745550745551
2928,0.0,0.1711679734407007,0.0909090909090909,0.3338383838383839
2929,0.0303030303030303,0.2060517765063219,0.0909090909090909,0.331986531986532
2930,0.0,0.1584669539214993,0.0,0.305050505050505
2931,0.0606060606060606,0.2159232181959454,0.0606060606060606,0.3502044252044252
2932,0.0303030303030303,0.2141333414060686,0.0,0.3163540163540164
2933,0.0606060606060606,0.2145924782288418,0.0,0.2645141895141895
2934,0.0,0.173476775749503,0.0,0.2973424723424723
2935,0.0303030303030303,0.1964918919464374,0.0303030303030303,0.2739658489658489
2936,0.0303030303030303,0.1815929020474475,0.0606060606060606,0.3186650050286413
